x0,x1,x2,x3,x4,x5,x6,x7,t0,t1,t2,t3,t4,t5,t6,t7
66,67,62,67,69,70,69,67,62,62,58,62,62,62,62,58
69,66,62,65,65,63,62,67,63,62,57,62,62,60,58,58
67,67,66,67,69,70,72,74,60,62,62,62,66,67,65,65
74,72,72,70,74,72,70,69,67,67,65,65,65,66,67,67
64,67,69,72,72,69,69,72,59,64,65,65,64,62,60,64
72,72,72,71,71,69,69,69,66,67,69,69,67,67,66,64
69,67,72,72,72,72,72,72,66,62,67,67,66,64,66,69
71,71,71,69,69,71,71,69,69,67,66,64,62,62,67,67
69,69,69,69,69,69,69,67,66,64,66,64,67,67,65,65
67,67,69,71,71,71,72,72,64,62,60,62,64,65,64,66
72,69,69,67,72,72,72,72,67,67,66,62,67,67,66,64
72,72,71,71,71,69,69,71,66,69,69,67,66,64,62,62
71,69,69,69,69,69,69,69,67,67,66,64,66,64,67,67
69,67,67,67,69,71,71,71,65,65,64,62,60,62,64,65
72,72,72,69,69,67,72,72,64,66,67,67,66,62,67,67
72,72,72,72,71,71,71,69,66,64,66,69,69,67,66,64
69,71,71,69,69,69,69,69,62,62,67,67,66,64,66,64
69,69,69,67,67,67,69,71,67,67,65,65,64,62,60,62
71,71,72,72,72,69,69,67,64,65,64,66,67,67,66,62
64,67,69,69,69,71,71,71,60,62,64,62,60,65,64,62
71,71,71,69,64,67,69,69,62,64,62,60,60,62,64,62
69,71,71,71,71,71,71,69,60,65,64,62,62,64,62,60
71,71,71,72,74,76,69,69,67,69,67,67,67,67,67,65
69,69,67,67,67,69,69,69,64,65,65,64,62,60,62,64
71,72,72,72,69,69,67,72,65,64,66,67,67,66,62,67
72,72,72,72,72,71,71,69,65,64,66,67,69,69,67,67
69,71,71,69,69,69,69,69,66,67,66,64,66,62,60,57
69,67,67,69,69,69,71,71,62,62,60,60,62,60,59,62
72,69,69,67,72,72,72,72,67,67,66,62,67,65,64,66
72,72,71,71,69,69,71,71,67,69,69,67,67,66,67,66
69,69,69,69,69,69,67,67,64,66,62,60,57,62,62,60
69,69,69,71,71,72,69,69,60,62,60,59,62,67,67,66
67,72,72,72,72,72,72,71,62,67,65,64,66,67,69,69
71,69,69,71,71,69,69,69,67,67,66,67,66,64,66,62
69,69,69,67,67,69,69,69,60,57,62,62,60,60,62,60
71,71,72,69,69,67,72,72,59,62,67,67,66,62,67,65
72,72,72,72,71,71,69,69,64,66,67,69,69,67,67,66
71,71,69,69,69,69,69,69,67,66,64,66,62,60,57,62
67,67,69,69,69,71,71,72,62,60,60,62,60,59,62,67
69,69,67,72,72,72,72,72,67,66,62,67,65,64,66,67
72,71,71,69,69,71,71,69,69,69,67,67,66,67,66,64
69,69,69,69,69,67,67,69,66,62,60,57,62,62,60,60
69,69,71,71,72,69,69,67,62,60,59,62,67,67,66,62
72,72,72,72,72,72,71,71,67,65,64,66,67,69,69,67
69,69,71,71,69,69,69,69,67,66,67,66,64,66,62,60
69,69,67,67,69,69,69,71,57,62,62,60,60,62,60,59
71,72,69,69,67,69,69,69,62,67,67,66,62,65,64,65
69,69,69,67,67,67,71,71,67,67,66,66,64,66,67,67
71,69,69,69,69,69,69,69,65,67,67,65,60,65,64,65
67,67,69,71,72,67,67,67,65,64,65,65,65,65,64,62
64,69,69,69,69,69,69,67,60,65,64,65,67,67,66,66
67,67,71,71,71,69,69,69,64,66,67,67,65,67,67,65
69,69,69,69,67,67,69,71,60,65,64,65,65,64,65,65
72,67,67,67,64,69,69,69,65,65,64,62,60,65,64,65
69,69,69,67,67,67,71,71,67,67,66,66,64,66,67,67
71,69,69,69,69,69,69,69,65,67,67,65,60,65,64,65
67,67,69,71,72,67,67,67,65,64,65,65,65,65,64,62
64,69,69,69,69,69,69,67,60,65,64,65,67,67,66,66
67,67,71,71,71,69,69,69,64,66,67,67,65,67,67,65
69,69,69,69,67,67,69,71,60,65,64,65,65,64,65,65
72,67,67,67,64,69,69,69,65,65,64,62,60,65,64,65
69,69,69,67,67,67,71,71,67,67,66,66,64,66,67,67
71,69,69,69,69,69,69,69,65,67,67,65,60,65,64,65
67,67,69,71,72,67,67,67,65,64,65,65,65,65,64,62
64,69,69,69,69,69,69,67,60,65,64,65,67,67,66,66
67,67,71,71,71,69,69,69,64,66,67,67,65,67,67,65
69,69,69,69,67,67,69,71,60,65,64,65,65,64,65,65
72,67,67,67,64,65,62,62,65,65,64,62,60,60,60,59
67,69,69,69,69,65,65,67,64,60,65,65,64,62,61,62
67,65,65,64,64,60,62,65,57,57,62,62,61,57,55,60
65,64,64,62,62,65,65,65,62,62,60,60,59,57,59,60
62,62,60,67,67,67,67,69,60,59,55,60,60,62,64,64
69,69,69,65,67,67,65,65,62,61,62,62,62,64,64,62
64,64,65,65,65,65,65,64,62,61,62,62,60,59,62,62
64,62,62,65,62,62,60,67,60,60,59,60,60,59,55,60
67,65,65,64,64,65,67,67,64,64,62,61,60,60,59,60
67,69,69,69,69,69,69,72,62,64,62,60,62,64,65,64
69,69,69,69,69,69,69,69,64,62,60,59,60,64,64,65
69,69,69,69,69,67,71,71,64,65,64,62,60,59,59,60
71,71,71,71,71,69,69,69,62,64,64,66,67,67,66,65
69,67,69,72,72,67,67,67,65,60,60,60,62,64,64,61
67,64,64,69,69,69,69,69,62,62,61,64,65,64,62,60
67,71,71,71,71,71,71,71,59,59,60,62,64,64,66,67
69,69,69,69,67,69,72,72,67,66,65,65,60,60,60,62
67,67,67,67,64,64,69,69,64,64,61,62,62,61,64,65
69,69,69,67,71,71,71,71,64,62,60,59,59,60,62,64
71,71,71,69,69,69,69,67,64,66,67,67,66,65,65,60
69,72,72,67,67,67,67,64,60,60,62,64,64,61,62,62
64,65,64,62,62,62,65,67,61,62,62,57,58,60,62,62
67,69,69,67,67,65,64,65,64,64,62,62,61,62,61,62
65,67,67,69,69,67,65,67,62,62,64,65,64,62,62,62
65,65,65,64,67,64,60,62,62,61,62,61,62,60,55,57
62,62,64,64,64,64,64,64,56,57,59,60,62,60,60,59
70,74,74,74,72,70,74,72,67,69,67,69,69,67,67,67
70,70,70,69,70,74,77,75,65,63,62,63,62,65,65,65
69,67,66,62,69,72,72,72,63,63,62,57,65,67,65,67
67,67,69,69,70,72,74,74,65,64,65,65,65,65,65,65
76,77,76,76,76,74,73,74,65,65,70,69,71,71,69,69
74,74,73,74,66,67,69,70,69,69,69,69,62,62,62,62
69,70,70,70,70,69,69,67,62,62,64,65,67,67,65,65
67,65,65,67,69,67,67,67,64,64,60,64,65,64,62,61
67,67,69,65,65,65,65,64,62,64,64,64,62,61,62,62
64,64,64,71,71,69,71,67,59,59,59,66,67,67,66,64
69,71,69,69,69,69,71,67,64,66,64,67,66,64,66,59
67,66,67,69,69,71,69,69,61,62,62,64,66,67,67,66
67,67,67,67,67,66,67,69,66,64,64,62,60,62,62,66
71,71,69,69,69,69,67,67,67,67,66,64,66,63,64,63
64,69,69,69,71,71,71,67,59,64,62,60,62,64,66,66
67,67,67,66,66,64,66,67,64,63,64,64,63,59,59,64
77,70,70,75,72,72,70,72,65,67,69,70,70,69,65,65
69,70,70,70,70,72,72,65,63,63,65,63,65,64,65,62
70,70,75,72,72,70,72,75,67,69,70,70,69,65,65,65
70,70,70,70,72,72,69,70,63,65,63,65,64,65,65,65
72,74,67,79,75,72,71,72,65,65,63,63,67,63,62,63
74,74,74,75,75,72,69,70,63,68,67,67,67,67,65,67
72,72,71,69,69,69,69,69,64,65,67,67,65,64,65,65
71,72,71,72,69,71,67,69,67,67,67,67,65,65,64,64
71,71,71,71,71,71,69,71,64,64,66,69,69,67,66,64
72,67,67,67,67,69,69,71,64,62,65,65,64,64,62,62
72,72,69,69,71,71,72,72,60,67,67,66,67,67,67,66
74,74,74,72,72,69,71,74,67,69,71,69,67,66,67,69
74,74,74,74,74,74,76,74,67,69,71,69,67,65,64,65
72,71,71,71,67,69,69,71,65,67,67,65,64,64,66,67
72,74,72,71,71,69,69,69,67,69,69,69,67,67,65,64
63,63,70,70,70,72,74,75,58,58,63,67,65,63,65,67
74,74,75,77,77,70,75,75,65,70,70,70,68,67,67,65
74,72,72,72,70,75,75,70,65,67,65,63,62,67,67,65
70,70,68,68,68,68,68,67,65,67,67,60,65,63,62,63
70,70,68,67,67,65,65,63,65,63,65,65,63,63,62,58
65,65,67,69,70,70,70,69,62,62,63,63,65,67,65,65
70,72,72,74,74,75,70,70,65,65,68,68,67,67,65,68
70,70,68,67,67,65,65,65,68,67,65,65,63,63,62,60
69,74,72,70,69,70,70,69,65,67,67,65,65,65,64,65
67,67,69,70,67,67,65,69,65,64,65,65,65,64,60,65
70,72,72,71,71,73,74,74,65,67,69,67,67,67,69,71
72,74,76,74,72,71,71,69,69,69,69,69,69,69,68,64
65,67,69,71,73,74,74,74,62,60,60,65,64,62,64,65
67,67,69,71,72,72,72,72,64,64,64,64,64,66,68,69
71,71,69,71,72,74,74,69,69,68,64,67,67,69,67,65
67,67,65,65,65,64,67,67,65,64,64,62,60,59,64,64
69,71,72,72,72,72,71,71,64,64,64,66,68,69,69,68
69,71,72,74,74,69,67,67,64,67,67,69,67,65,65,64
65,65,65,64,62,64,64,65,64,62,60,59,59,60,59,60
67,67,67,65,64,64,62,62,62,64,64,62,62,60,60,59
60,60,67,67,67,69,71,71,55,55,60,60,64,65,65,64
72,72,72,72,71,71,71,71,64,69,68,69,69,68,66,68
69,71,72,74,74,69,67,65,64,68,69,69,67,65,64,64
65,64,69,69,67,64,64,65,62,61,65,64,62,62,60,62
67,65,64,69,67,64,64,64,62,62,60,64,62,62,60,59
65,67,67,64,69,67,69,71,57,62,59,60,64,64,64,64
72,72,71,69,67,67,65,65,64,65,67,65,65,64,64,62
65,64,62,69,69,67,67,65,60,59,58,60,65,65,64,64
65,64,69,67,67,69,71,72,62,60,64,64,62,60,62,64
69,71,73,73,75,75,76,71,64,64,62,61,68,68,68,68
71,71,71,74,74,73,71,73,69,68,66,68,64,69,68,69
75,76,76,75,75,75,76,69,71,73,71,69,68,69,68,64
71,73,75,75,75,75,76,76,64,64,66,66,68,69,68,66
76,76,76,76,75,75,76,71,71,71,69,68,69,66,68,68
71,76,73,71,71,69,76,73,64,64,64,66,68,66,71,69
72,72,72,69,71,72,74,72,64,67,67,65,67,67,69,69
71,69,69,71,72,74,72,71,67,66,66,67,67,67,67,67
76,77,76,74,72,74,76,74,73,74,72,67,67,71,72,72
67,67,66,67,69,69,70,70,62,62,62,62,63,62,62,67
69,69,67,67,67,66,67,69,67,66,62,62,62,62,62,63
69,70,70,69,69,67,70,69,62,62,67,67,66,62,67,67
65,65,63,62,62,67,67,66,57,58,60,58,60,62,63,62
67,70,72,74,74,74,72,72,62,67,69,70,70,68,67,65
70,72,72,72,70,70,72,74,65,67,65,63,62,65,65,65
74,72,72,70,72,72,72,70,65,65,63,62,67,65,63,62
70,69,69,67,70,70,69,69,62,62,60,58,63,62,60,62
67,66,65,63,63,63,62,67,62,62,62,62,60,58,57,62
76,74,72,70,70,70,69,77,67,65,65,62,58,60,60,65
74,74,72,72,69,70,72,72,65,62,67,64,60,60,65,64
67,65,69,67,67,65,65,64,64,60,65,65,64,64,62,62
69,74,74,76,73,74,74,77,67,69,69,70,69,69,69,69
76,74,72,74,72,70,70,70,69,65,65,65,65,65,67,65
69,69,69,74,74,76,73,74,64,65,67,69,69,70,69,69
74,77,76,74,72,74,72,70,69,69,69,65,65,65,65,65
70,70,70,69,69,69,70,72,67,65,64,65,65,65,65,65
67,67,67,67,69,70,70,70,62,64,64,62,62,62,67,66
72,70,69,70,67,69,69,69,67,67,67,66,62,65,64,65
69,71,71,72,74,74,76,77,65,65,67,67,67,69,69,69
69,72,71,71,69,69,67,67,64,69,69,67,65,65,65,64
69,69,69,72,71,71,69,69,64,66,68,69,69,68,64,64
72,71,71,69,69,67,67,65,69,69,67,65,65,65,64,64
69,69,72,71,71,69,71,71,66,68,69,69,68,64,67,66
71,71,67,67,69,69,71,71,67,66,66,64,64,62,62,64
72,71,71,71,71,71,71,72,64,64,66,67,69,69,68,69
71,71,69,69,69,69,68,68,69,67,67,65,64,62,64,64
69,71,72,72,72,74,71,71,64,64,64,69,68,69,69,68
67,67,69,71,71,67,69,69,62,64,66,67,65,64,65,65
71,72,71,72,71,71,73,74,65,67,67,67,67,67,67,66
69,71,73,74,74,74,74,74,66,67,67,66,67,69,67,66
73,73,74,69,69,71,72,74,67,64,66,66,66,68,69,69
74,76,76,74,74,72,71,71,68,69,67,66,68,69,69,68
69,76,76,76,74,72,74,74,64,64,66,67,67,69,69,67
74,72,71,72,72,71,69,69,66,66,67,67,69,67,67,66
67,76,76,76,74,72,74,74,62,64,66,67,67,69,69,67
74,72,71,72,72,71,69,69,66,66,67,67,69,67,67,66
67,64,66,67,67,64,64,62,60,60,60,59,62,62,60,60
62,60,60,67,67,69,69,71,59,55,55,62,64,64,66,67
72,72,71,69,69,69,67,67,67,66,67,67,67,66,62,64
69,69,71,71,72,67,69,69,64,62,62,64,64,60,60,59
67,67,65,65,65,64,64,72,60,61,62,61,62,62,61,67
69,69,69,71,72,69,67,65,67,65,64,65,64,65,64,64
72,71,71,69,69,67,67,64,69,69,67,67,66,62,62,60
65,67,69,69,67,67,65,64,60,60,60,65,65,64,62,62
65,69,72,72,69,65,65,67,60,65,65,64,64,64,62,60
69,65,72,72,74,74,76,77,60,60,65,67,69,71,72,72
76,74,74,72,72,69,69,69,72,72,71,67,67,67,65,64
72,74,72,70,70,69,69,67,65,65,65,67,60,60,65,65
67,72,69,70,72,70,69,67,64,67,65,65,65,65,64,64
69,69,69,67,72,72,72,72,66,64,66,62,67,65,64,65
69,69,69,67,72,72,72,72,66,64,66,62,67,65,64,65
74,72,72,70,74,77,77,75,70,70,69,65,65,65,69,67
75,74,67,69,70,70,69,69,65,65,63,63,62,67,67,66
67,67,69,70,70,69,67,65,62,63,63,65,67,65,65,60
72,70,70,69,69,69,69,67,69,69,67,67,66,64,66,62
67,67,69,70,70,69,67,65,62,63,63,65,67,65,65,60
72,70,70,69,69,69,69,67,69,69,67,67,66,64,66,62
74,70,70,72,72,74,72,72,69,69,67,67,65,65,65,63
70,70,70,70,69,70,70,69,62,64,66,67,66,67,65,65
67,67,62,62,67,67,67,67,62,60,58,60,62,62,60,58
67,67,69,69,70,72,74,73,57,55,62,66,67,67,69,69
70,74,72,72,72,72,72,72,67,70,69,67,65,64,65,67
67,67,69,74,70,70,70,74,62,58,62,66,62,67,65,65
67,67,67,69,69,70,72,74,58,57,55,62,66,67,67,69
76,74,74,72,71,71,71,76,67,67,65,64,64,64,64,64
74,74,72,71,71,72,74,74,66,68,69,69,68,69,69,68
62,65,67,67,69,67,67,66,58,62,63,62,63,62,63,62
62,62,65,65,67,69,69,67,58,60,62,60,58,63,62,64
72,72,70,69,69,67,67,65,67,62,62,62,60,58,62,60
65,65,62,67,67,67,66,66,58,60,58,62,62,63,62,60
67,67,66,67,66,67,69,70,58,60,62,62,60,62,62,62
69,70,69,69,67,65,62,63,62,62,62,60,58,60,58,58
65,65,63,63,63,63,62,74,63,62,62,60,59,60,59,67
72,72,70,69,69,69,66,67,67,66,67,67,66,64,62,62
67,69,70,72,70,70,69,69,64,66,67,69,69,67,67,66
67,67,67,70,70,69,69,67,62,62,64,65,67,65,63,62
70,70,72,72,74,74,74,74,67,65,63,65,65,65,65,67
75,77,75,74,72,72,72,72,67,69,69,70,70,69,67,69
70,70,70,70,74,72,72,72,65,67,67,69,70,70,69,67
69,70,72,74,74,74,74,72,65,65,65,65,65,65,65,65
72,72,70,70,69,67,65,65,63,62,62,64,64,64,62,62
70,72,74,72,74,70,70,69,67,69,70,70,69,69,67,67
67,69,71,72,72,71,69,69,62,62,62,64,62,62,64,62
69,68,69,71,71,71,69,72,60,59,64,65,64,62,60,69
72,72,72,71,69,69,69,69,67,65,67,67,67,65,64,65
69,67,74,74,74,74,72,72,66,62,67,69,62,67,67,65
72,72,69,72,72,71,71,72,67,64,65,67,69,69,67,67
71,69,69,74,72,72,71,69,67,67,66,67,67,66,67,67
62,65,67,67,69,74,72,72,57,62,62,64,65,69,69,68
69,74,74,74,74,73,76,76,64,69,69,67,71,69,69,67
74,69,70,69,67,67,67,67,65,65,67,65,65,65,64,62
67,65,65,64,64,62,69,72,64,60,62,62,61,57,65,65
72,72,67,69,70,70,69,69,64,65,64,64,65,67,65,65
72,74,69,72,69,69,69,67,65,65,65,67,67,65,64,62
73,74,76,76,74,74,73,71,69,69,68,69,69,68,69,68
71,73,74,76,73,71,71,69,68,69,69,71,69,69,68,64
73,74,76,76,74,74,73,71,69,69,68,69,69,68,69,68
71,73,74,76,73,71,71,69,68,69,69,71,69,69,68,64
71,73,74,74,73,73,71,71,68,70,71,71,71,70,66,66
74,76,78,78,76,76,76,76,66,69,69,69,69,64,69,67
74,74,73,74,76,76,76,74,66,66,64,69,64,66,68,69
73,71,73,74,76,74,73,71,69,68,69,69,69,68,69,69
65,69,71,72,72,70,72,74,60,65,65,67,65,67,65,65
72,74,76,76,74,76,77,69,65,65,67,69,70,70,69,65
70,72,72,70,69,67,69,70,65,65,62,64,65,64,66,67
69,71,72,76,77,74,74,77,65,65,67,72,72,70,65,70
76,74,73,69,74,74,69,69,70,70,69,64,69,67,65,64
70,69,69,67,65,64,65,62,62,62,61,62,62,61,61,57
66,66,66,67,66,67,69,70,60,57,62,62,60,58,62,62
72,70,69,70,67,72,72,72,62,62,60,60,58,67,64,65
72,74,76,77,76,76,74,76,67,65,64,62,64,65,67,67
72,77,72,69,74,72,70,72,64,65,65,65,65,65,67,67
72,69,67,67,67,67,65,72,65,65,65,64,62,64,60,67
74,72,77,77,76,76,76,76,67,67,65,67,67,64,65,67
74,72,72,72,72,74,72,70,69,67,65,64,65,65,64,62
72,72,71,72,72,74,70,70,67,65,67,67,69,69,69,67
70,70,69,69,69,70,69,69,65,67,67,65,64,65,65,64
69,67,65,69,67,67,65,72,62,64,60,65,65,64,62,67
72,71,71,72,77,77,76,74,69,67,65,64,65,67,67,69
74,74,72,72,74,72,70,70,67,65,64,65,65,64,62,60
69,69,69,70,69,67,67,67,60,62,64,65,65,65,64,62
74,74,74,72,70,70,69,69,67,69,70,69,69,67,67,66
70,70,70,69,67,66,62,74,62,67,65,63,63,62,57,58
74,74,75,72,74,72,70,69,60,62,55,67,69,69,67,66
74,72,72,70,70,69,69,70,66,67,69,69,67,67,66,67
70,69,67,66,62,74,74,74,65,64,64,62,57,58,62,65
75,72,72,74,72,72,70,74,67,67,65,65,65,63,62,65
75,77,74,74,75,75,74,74,67,65,67,65,63,60,65,65
72,72,72,74,75,75,74,72,65,65,65,65,67,66,67,67
70,70,69,69,70,72,74,74,69,67,67,66,67,67,66,67
74,72,72,70,69,69,69,69,67,67,66,67,67,66,64,66
64,64,71,71,71,72,74,74,59,59,64,66,67,67,69,66
71,71,67,69,71,72,72,72,67,66,64,66,67,67,66,64
72,71,69,69,69,67,67,69,66,67,67,67,66,66,64,62
67,67,69,69,71,72,72,72,64,62,64,66,67,67,65,65
72,76,74,74,74,72,72,71,64,67,66,67,66,64,69,62
71,71,69,69,69,69,69,67,60,62,64,60,57,62,60,59
67,67,69,69,71,72,72,67,64,64,64,66,67,67,65,65
67,67,67,69,69,67,67,67,64,62,64,65,64,62,64,62
65,65,64,62,62,62,60,72,60,59,60,60,60,59,55,67
67,67,69,69,67,67,65,65,62,60,60,65,65,64,64,62
76,69,71,72,72,72,74,74,69,64,64,64,65,67,69,67
76,76,74,76,72,72,71,76,67,67,69,64,64,64,64,71
72,72,71,72,72,69,68,68,71,69,68,69,67,65,65,64
69,69,71,76,74,74,72,71,64,66,68,69,69,68,69,69
69,71,72,72,71,71,69,69,65,67,67,69,67,65,64,65
68,69,69,69,67,67,67,67,64,64,64,65,65,64,62,64
62,64,64,65,65,67,67,69,57,58,57,57,62,62,61,62
71,72,72,71,71,71,69,69,62,67,65,65,62,59,64,62
69,69,67,67,67,67,67,72,60,65,65,64,62,64,65,67
64,64,64,62,62,69,67,69,61,59,61,61,57,65,64,64
69,69,69,69,71,71,71,72,60,60,62,64,65,64,62,67
72,72,72,71,71,71,71,69,65,67,69,69,68,66,68,64
69,67,67,67,67,72,69,70,65,65,65,64,62,64,65,65
65,65,69,62,64,65,67,69,64,60,60,59,61,62,62,61
69,69,69,71,71,71,72,71,60,62,64,65,64,62,64,65
69,67,65,64,64,64,64,62,62,64,62,62,61,59,61,61
71,71,71,71,69,69,67,67,64,63,64,59,61,63,64,63
67,66,66,67,69,69,67,66,64,64,63,64,64,63,64,64
66,64,66,67,69,69,71,71,63,59,63,64,62,60,59,62
71,69,72,72,71,69,69,69,67,66,64,62,62,64,62,60
67,69,69,69,69,69,69,66,59,62,62,61,62,64,66,62
67,69,69,71,71,69,69,67,64,62,60,59,64,64,63,64
72,70,70,69,69,67,74,75,69,69,67,67,66,62,70,69
75,77,70,72,72,74,72,72,67,65,67,65,63,62,67,63
72,72,74,72,72,70,70,69,65,63,62,67,69,69,67,67
69,67,74,75,75,77,70,72,66,62,70,69,67,65,67,65
72,74,72,72,72,72,72,70,63,62,67,63,67,65,63,62
70,69,69,67,67,65,70,70,67,67,65,65,64,60,65,67
69,70,70,72,72,74,74,74,62,62,67,65,63,62,67,66
74,75,72,77,77,75,74,74,67,67,67,65,67,68,68,62
72,72,70,68,67,65,65,70,60,62,63,65,63,63,62,65
67,67,72,74,75,75,67,65,65,63,63,65,67,65,63,62
63,63,63,67,67,69,71,71,62,58,58,63,63,63,65,67
72,74,71,71,72,74,75,72,67,68,67,67,67,67,67,67
67,67,67,67,67,65,67,72,65,63,63,62,60,60,62,67
74,78,76,76,76,76,76,74,66,69,71,67,64,69,67,66
74,78,76,76,76,76,76,74,66,69,71,67,64,69,67,66
76,76,74,74,72,76,74,74,67,64,66,68,69,64,69,68
72,71,71,71,71,69,69,68,69,69,68,66,68,64,64,64
69,71,72,72,71,67,69,69,64,64,64,64,64,64,64,62
69,71,71,72,72,72,72,71,60,62,67,67,65,64,69,67
72,74,74,72,71,69,67,69,67,67,66,66,62,62,64,66
67,67,69,69,71,71,69,71,62,64,64,62,62,64,66,66
72,71,71,69,69,67,71,72,64,67,66,64,66,62,67,67
72,71,71,69,69,69,67,66,69,69,67,66,64,63,64,62
67,67,66,67,69,74,72,71,62,62,62,62,62,66,64,62
71,71,69,69,69,67,66,64,61,62,64,66,64,62,62,62
67,69,71,72,74,72,72,71,62,62,67,67,66,64,66,67
71,69,71,71,71,71,69,71,66,64,63,64,62,64,66,66
67,69,71,72,74,72,72,71,62,62,67,67,66,64,66,67
71,69,71,71,71,71,69,71,66,64,63,64,62,64,66,66
67,67,69,71,72,72,71,71,62,64,66,68,69,57,62,64
72,74,74,72,71,71,69,71,67,66,68,69,67,66,64,63
67,67,69,69,71,72,71,69,59,61,62,64,66,64,64,64
73,74,73,71,71,69,74,73,69,66,64,62,64,61,66,64
73,71,69,69,71,69,67,66,66,67,66,64,62,62,62,62
71,73,73,74,73,71,71,69,66,67,69,66,64,62,64,61
74,73,73,71,69,69,71,69,66,64,66,67,66,64,62,62
73,74,73,74,74,73,71,71,67,66,66,66,68,69,69,68
74,74,73,71,69,71,69,67,66,68,69,67,67,66,64,62
67,69,69,70,72,70,67,74,62,63,62,62,62,62,62,62
70,72,74,75,74,70,77,77,67,65,65,65,65,65,65,65
74,76,77,79,77,76,76,76,65,64,64,64,62,62,64,65
76,74,67,69,69,70,72,70,67,66,62,63,62,62,62,62
66,69,70,72,74,75,74,70,62,66,67,65,65,65,65,65
74,73,74,76,77,79,77,76,65,67,65,64,64,64,62,62
76,76,76,74,74,70,69,71,64,65,67,66,69,67,67,67
74,79,75,72,72,74,77,75,67,67,67,67,63,68,68,67
74,75,69,74,74,67,72,74,67,67,66,67,65,64,66,67
74,74,74,70,72,72,74,75,65,67,66,67,67,69,70,70
75,74,72,72,72,72,70,70,69,70,70,69,67,66,62,67
72,72,74,75,74,72,70,70,67,69,69,69,69,66,62,63
70,70,70,69,65,70,75,74,65,63,67,65,63,62,63,65
72,72,72,70,74,74,74,70,67,65,63,62,65,67,66,67
72,72,74,75,75,74,72,72,67,69,70,70,69,70,70,69
72,72,72,72,72,72,74,75,64,65,67,69,67,69,69,69
74,72,70,70,70,70,70,69,69,66,62,63,65,63,67,65
65,70,75,74,72,72,72,70,63,62,63,65,67,65,63,62
70,70,70,70,69,69,69,69,63,65,63,67,65,63,62,60
69,70,70,70,74,74,74,72,65,65,63,62,65,67,69,69
70,72,72,74,75,75,75,75,62,67,65,65,63,62,60,65
74,74,72,71,72,77,75,74,65,65,65,62,63,65,67,68
74,74,72,71,72,72,72,74,67,65,63,65,67,65,63,62
75,75,74,74,74,72,72,72,72,70,69,62,67,67,65,63
72,72,75,74,72,71,72,71,65,67,68,68,67,67,67,67
72,72,72,74,74,74,74,75,67,65,65,65,67,68,67,67
75,74,74,72,70,70,74,72,65,65,67,67,67,65,67,67
74,72,70,70,69,72,70,69,69,69,69,67,66,66,67,65
67,67,69,70,72,70,69,67,63,65,67,67,67,67,66,62
70,70,69,72,70,69,67,67,69,67,66,66,67,65,63,65
69,70,72,70,69,67,67,69,67,67,67,67,66,62,62,64
69,67,67,70,70,69,69,70,65,65,63,62,67,67,66,67
72,74,76,74,72,71,69,67,67,67,67,67,69,62,62,62
72,74,74,76,76,74,76,77,67,69,71,72,67,67,67,67
76,74,72,72,72,74,76,74,67,67,67,67,67,67,67,67
72,71,69,67,72,74,74,76,69,62,62,62,67,69,71,72
76,74,76,77,76,74,72,72,67,67,67,67,67,67,67,67
76,77,77,77,79,77,76,74,67,69,70,72,70,69,67,65
74,74,76,79,79,81,79,77,69,68,69,67,72,72,71,69
76,76,74,76,79,79,77,77,67,66,67,67,72,71,69,71
76,74,72,74,76,76,72,76,72,72,69,69,71,64,64,67
76,79,77,77,76,74,72,74,69,70,69,71,72,67,67,67
71,64,64,64,64,69,67,66,62,61,62,61,59,57,64,62
62,69,71,71,69,67,66,64,57,62,62,67,66,64,57,61
66,68,69,71,68,69,69,69,62,64,64,66,64,64,64,66
69,69,69,74,74,72,72,71,64,66,67,69,67,69,66,67
71,71,71,76,74,73,69,71,66,64,64,64,64,64,62,67
70,72,74,72,72,70,69,69,65,65,65,65,64,62,60,65
72,70,70,72,74,72,72,70,65,65,65,65,65,65,64,62
75,74,72,70,74,75,77,75,65,65,65,65,70,70,69,67
75,74,72,74,77,77,79,77,69,70,69,70,70,70,70,69
75,74,72,74,75,77,77,75,67,65,65,65,65,70,68,67
74,70,70,72,74,74,74,74,65,67,66,67,67,66,64,66
70,74,77,75,74,74,72,74,62,67,68,67,62,63,65,65
70,70,69,67,69,70,72,72,65,67,65,63,65,65,67,65
70,70,70,69,69,70,70,72,64,62,64,65,66,67,67,63
74,72,72,72,72,72,72,74,62,64,65,64,67,65,65,69
75,75,74,72,74,72,70,70,70,72,65,67,69,69,62,63
67,67,62,67,69,69,71,74,62,62,57,62,64,66,67,67
76,76,74,72,72,72,72,74,67,66,67,67,66,64,66,66
67,69,71,67,67,67,72,72,55,62,66,66,64,66,67,69
71,71,69,69,67,71,72,74,69,67,67,66,62,67,67,67
74,72,72,71,69,69,71,67,67,67,66,67,67,66,66,64
67,69,71,72,71,74,74,72,62,64,64,64,64,62,65,64
72,69,69,71,72,74,67,69,67,67,66,67,67,67,64,64
69,71,72,72,71,69,69,69,66,67,67,66,67,67,66,64
66,66,66,65,66,68,69,69,61,62,62,61,61,61,61,66
68,68,66,69,71,71,71,73,66,65,61,66,64,66,68,69
73,71,71,73,71,69,71,69,69,65,66,68,68,66,66,66
68,66,66,68,69,69,71,71,64,63,63,65,66,66,68,66
66,66,64,69,71,73,71,69,61,61,61,62,62,61,61,61
71,71,73,74,73,71,73,74,66,64,64,71,64,66,66,66
